"2020-05-25 16:21:06",EventLogger,log_opened,"Log opened upon Event Logger startup."
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002303,"3100|27"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002309,"3100|30|c|3"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002311,"3100|34"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002317,"3100|35"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002323,"3100|36"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002329,"3100|37|c|3"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002331,"3100|38"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002337,"3100|48|c|3"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002339,"3100|49|c|4"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002341,"3100|41"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002347,"3100|20|c|3"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002349,"3100|42"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002355,"3100|43"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002361,"3100|53"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002367,"3100|44"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002373,"3100|47"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002388,"3200|2"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002394,"3200|3"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002399,"3200|37|s|4"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002401,"3200|5"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002407,"3200|6"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002413,"3200|8"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002419,"3200|7"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002425,"3200|36"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002431,"3200|11"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002436,"3200|10"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002442,"3200|12|c|4"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002444,"3200|15|m|3"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002446,"3200|16"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002452,"3200|18"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002458,"3200|19"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002464,"3200|21"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002470,"3200|22"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002476,"3200|34"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002482,"3200|23"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002488,"3200|24"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002494,"3200|25"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002500,"3200|26"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002506,"3200|29"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002511,"3200|38|m|3"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002513,"3200|30|l|3"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002515,"3200|31|l|4"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002517,"3200|32|l|2"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002519,"3200|35|s|4"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002521,"3200|13"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002527,"3200|28|c|3"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002529,"3200|17|m|4"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002540,"3300|10"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002546,"3300|6"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002552,"3300|30"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002558,"3300|28|l|4"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002560,"3300|12"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002566,"3300|21|m|5"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002568,"3300|15|l|5"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002570,"3300|26"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002576,"3300|23"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002582,"3300|29"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002588,"3300|13"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002594,"3300|16"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002600,"3300|8"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002606,"3300|25"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002612,"3300|14|s|5"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002614,"3300|18|l|5"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002616,"3300|19"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002622,"3300|17"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002628,"3300|11"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002634,"3300|9"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002640,"3300|27"
"2020-05-25 16:21:38","AIR:401000000","building-cog",401002646,"3300|20|l|3"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002648,"3300|24"
"2020-05-25 16:21:38","AIR:401000000","building-toon",401002654,"3300|7"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002699,"9000|1"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002705,"9000|3"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002711,"9000|6"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002737,"9100|1"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002743,"9100|2"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002749,"9100|4"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002755,"9100|5"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002761,"9100|7"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002767,"9100|8"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002773,"9100|9"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002779,"9100|13"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002784,"9100|16"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002790,"9100|17"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002796,"9100|19"
"2020-05-25 16:21:41","AIR:401000000","building-cog",401002802,"9100|20|s|4"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002804,"9100|22"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002810,"9100|25"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002816,"9100|26"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002822,"9100|27"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002828,"9100|28"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002834,"9100|29"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002840,"9100|30"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002846,"9100|33"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002851,"9100|36"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002857,"9100|34"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002863,"9100|40"
"2020-05-25 16:21:41","AIR:401000000","building-cog",401002869,"9100|39|s|5"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002871,"9100|42"
"2020-05-25 16:21:41","AIR:401000000","building-cog",401002877,"9100|43|s|5"
"2020-05-25 16:21:41","AIR:401000000","building-cog",401002879,"9100|44|s|5"
"2020-05-25 16:21:41","AIR:401000000","building-cog",401002881,"9100|45|l|5"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002883,"9100|47"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002889,"9100|49"
"2020-05-25 16:21:41","AIR:401000000","building-cog",401002895,"9100|50|s|5"
"2020-05-25 16:21:41","AIR:401000000","building-cog",401002897,"9100|51|m|5"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002899,"9100|31"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002914,"9200|52"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002920,"9200|3"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002926,"9200|41"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002932,"9200|4"
"2020-05-25 16:21:41","AIR:401000000","building-cog",401002938,"9200|36|m|4"
"2020-05-25 16:21:41","AIR:401000000","building-cog",401002940,"9200|27|m|5"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002942,"9200|9"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002948,"9200|5"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002954,"9200|6"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002960,"9200|55"
"2020-05-25 16:21:41","AIR:401000000","building-cog",401002965,"9200|40|m|3"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002967,"9200|7"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002973,"9200|53"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002979,"9200|11"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002985,"9200|10"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002991,"9200|44"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401002997,"9200|25"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401003003,"9200|13"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401003009,"9200|37"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401003015,"9200|12"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401003021,"9200|16"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401003027,"9200|38"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401003033,"9200|54"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401003039,"9200|14"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401003045,"9200|59"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401003051,"9200|17"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401003057,"9200|18"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401003063,"9200|15"
"2020-05-25 16:21:41","AIR:401000000","building-cog",401003069,"9200|21|m|4"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401003071,"9200|20"
"2020-05-25 16:21:41","AIR:401000000","building-toon",401003077,"9200|8"
"2020-05-25 16:21:41","AIR:401000000","building-cog",401003083,"9200|19|m|5"
"2020-05-25 16:21:41","AIR:401000000","building-cog",401003085,"9200|22|m|5"
"2020-05-25 16:21:55","AIR:401000000","building-toon",401002879,"9100|44"
"2020-05-25 16:21:55","AIR:401000000","building-toon",401001314,"5200|11"
"2020-05-25 16:22:00","Client:1000000000","client-connected","186.212.223.32:51141","192.168.1.101:7198"
"2020-05-25 16:22:01","AIR:1000000",accountLogin,1000000000,100000011,andrewlod
"2020-05-25 16:22:06","AIR:1000000",avatarChosen,100000012,100000011
"2020-05-25 16:22:27","AIR:401000000",questTier,100000012,0
"2020-05-25 16:23:56","AIR:401000000","magic-word",100000012,700,100000012,700,run,None
"2020-05-25 16:26:47","AIR:1000000","chat-said",100000012,"'","'"
"2020-05-25 16:27:00","AIR:401000000","magic-word",100000012,700,100000012,700,"cheesyEffect -1","Invalid cheesy effect value: -1"
"2020-05-25 16:27:03","AIR:401000000","magic-word",100000012,700,100000012,700,"cheesyEffect 0","Set Menes Suecos's cheesy effect to 0!"
"2020-05-25 16:27:10","AIR:401000000","magic-word",100000012,700,100000012,700,"givePies 18 -1",None
"2020-05-25 16:27:23","AIR:401000000","magic-word",100000012,700,100000012,700,"givePies 19 -1",None
"2020-05-25 16:28:41","AIR:401000000","magic-word",100000012,700,100000012,700,run,None
"2020-05-25 16:30:20","AIR:401000000","disconnect-reason",100000012,2
"2020-05-25 16:30:20","Client:1000000000","client-disconnected"
"2020-05-25 16:30:20","AIR:401000000",avatarExit,100000012,
